player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,goals,assists,penalty_kicks_made,penalty_kicks_attempted,shots,shots_on_target,yellow_cards,red_cards,touches,tackles,interceptions,blocks,xG,npxG,xAG,shot_creating_actions,goal_creating_actions,total_completed_passes,total_attempted_passes,total_pass_completion_percentage,progressive_passes,carries,progressive_carries,attempted_takeons,successful_takeons,gw
633.0,1,9,True,Mikel Merino,23,es ESP,"FW,LM",28-283,90,1,0,0,0,2,1,0,0,27,2,1,0,0.1,0.1,0.0,2,0,15,18,83.3,3,12,1,0,0,30
9.0,1,9,True,Gabriel Martinelli,11,br BRA,LW,23-287,90,0,1,0,0,3,0,0,0,38,0,0,0,0.3,0.3,1.3,8,1,20,31,64.5,3,34,12,3,2,30
12.0,1,9,True,Ethan Nwaneri,53,eng ENG,RW,18-011,65,0,1,0,0,2,1,0,0,36,0,0,1,0.1,0.1,0.1,2,1,27,28,96.4,2,22,4,5,2,30
17.0,1,9,True,Bukayo Saka,7,eng ENG,RW,23-208,25,1,0,0,0,1,1,0,0,11,0,0,0,0.8,0.8,0.0,1,0,8,9,88.9,1,8,0,1,0,30
16.0,1,9,True,Declan Rice,41,eng ENG,"LM,CM",26-077,90,0,0,0,0,3,0,1,0,58,1,0,1,0.3,0.3,0.3,4,0,37,45,82.2,7,26,3,1,1,30
20.0,1,9,True,Thomas Partey,5,gh GHA,"CM,RB",31-292,90,0,0,0,0,1,0,0,0,71,3,1,2,0.1,0.1,0.0,1,0,53,63,84.1,5,38,1,2,2,30
13.0,1,9,True,Martin Ødegaard,8,no NOR,RM,26-105,90,0,0,0,0,2,0,0,0,50,2,0,0,0.3,0.3,0.4,3,0,31,43,72.1,6,28,3,2,0,30
597.0,1,9,True,Myles Lewis-Skelly,49,eng ENG,LB,18-187,90,0,0,0,0,0,0,0,0,70,0,0,1,0.0,0.0,0.0,4,0,57,63,90.5,10,47,6,1,0,30
3.0,1,9,True,Gabriel Magalhães,6,br BRA,CB,27-103,15,0,0,0,0,0,0,0,0,14,0,1,0,0.0,0.0,0.0,0,0,12,13,92.3,2,8,0,0,0,30
8.0,1,9,True,Jakub Kiwior,15,pl POL,CB,25-045,75,0,0,0,0,1,0,0,0,54,3,0,0,0.1,0.1,0.0,1,0,41,44,93.2,2,31,1,1,1,30
18.0,1,9,True,William Saliba,2,fr FRA,CB,24-008,90,0,0,0,0,1,0,0,0,81,1,0,2,0.1,0.1,0.0,0,0,70,72,97.2,5,41,0,0,0,30
6.0,1,9,True,Jurriën Timber,12,nl NED,RB,23-288,76,0,0,0,0,1,1,0,0,58,2,0,1,0.3,0.3,0.0,2,1,47,52,90.4,4,27,2,0,0,30
23.0,1,9,True,Leandro Trossard,19,be BEL,FW,30-118,14,0,0,0,0,0,0,0,0,8,1,0,1,0.0,0.0,0.0,0,0,3,4,75.0,0,3,0,0,0,30
15.0,1,9,True,David Raya,22,es ESP,GK,29-198,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,33,43,76.7,0,23,0,0,0,30
252.0,9,1,False,Raúl Jiménez,7,mx MEX,FW,33-331,76,0,0,0,0,2,1,0,0,34,2,0,0,0.1,0.1,0.0,1,0,19,23,82.6,0,20,1,1,0,30
