player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,goals,assists,penalty_kicks_made,penalty_kicks_attempted,shots,shots_on_target,yellow_cards,red_cards,touches,tackles,interceptions,blocks,xG,npxG,xAG,shot_creating_actions,goal_creating_actions,total_completed_passes,total_attempted_passes,total_pass_completion_percentage,progressive_passes,carries,progressive_carries,attempted_takeons,successful_takeons,gw
527.0,19,9,True,Lucas Paquetá,10,br BRA,"FW,RW",27-140,90,1,0,0,0,2,1,1,0,42,3,0,0,0.6,0.6,0.0,0,0,18,30,60.0,1,17,0,1,1,21
654.0,19,9,True,Carlos Soler,4,es ESP,LW,28-012,71,1,0,0,0,1,1,0,0,38,1,0,0,0.1,0.1,0.0,1,1,27,31,87.1,3,18,0,2,1,21
576.0,19,9,True,Andy Irving,39,sct SCO,"DM,LW",24-246,19,0,0,0,0,0,0,0,0,18,1,0,1,0.0,0.0,0.0,1,0,12,14,85.7,2,8,0,0,0,21
525.0,19,9,True,Mohammed Kudus,14,gh GHA,RW,24-165,62,0,0,0,0,0,0,0,0,28,1,0,1,0.0,0.0,0.0,0,0,16,18,88.9,1,16,0,5,3,21
523.0,19,9,True,Danny Ings,18,eng ENG,"FW,RW",32-175,28,0,1,0,0,0,0,0,0,12,1,0,2,0.0,0.0,0.5,0,0,7,7,100.0,0,3,1,0,0,21
530.0,19,9,True,Tomáš Souček,28,cz CZE,AM,29-322,90,1,0,0,0,1,1,1,0,34,1,2,1,0.3,0.3,0.0,1,0,20,25,80.0,2,10,0,1,1,21
588.0,19,9,True,Guido Rodríguez,24,ar ARG,DM,30-277,80,0,0,0,0,0,0,0,0,36,0,0,2,0.0,0.0,0.0,0,0,31,33,93.9,1,14,0,0,0,21
677.0,19,9,True,Oliver Scarles,57,eng ENG,LW,19-033,10,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,21
511.0,19,9,True,Edson Álvarez,19,mx MEX,DM,27-082,90,0,0,0,0,0,0,0,0,60,2,1,1,0.0,0.0,0.0,0,0,40,48,83.3,2,27,1,3,2,21
520.0,19,9,True,Emerson Palmieri,33,it ITA,LB,30-164,80,0,0,0,0,0,0,0,0,42,1,1,1,0.0,0.0,0.0,0,0,23,34,67.6,1,16,2,3,2,21
517.0,19,9,True,Aaron Cresswell,3,eng ENG,LB,35-030,10,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,21
524.0,19,9,True,Max Kilman,26,eng ENG,CB,27-236,90,0,0,0,0,0,0,0,0,56,0,0,2,0.0,0.0,0.0,0,0,38,47,80.9,3,27,0,0,0,21
528.0,19,9,True,Konstantinos Mavropanos,15,gr GRE,CB,27-034,90,0,0,0,0,0,0,0,0,59,2,1,0,0.0,0.0,0.0,0,0,45,50,90.0,1,31,1,0,0,21
388.0,19,9,True,Aaron Wan-Bissaka,29,eng ENG,RB,27-049,90,0,1,0,0,0,0,1,0,62,0,2,2,0.0,0.0,0.3,1,1,38,51,74.5,3,24,1,1,0,21
521.0,19,9,True,Łukasz Fabiański,1,pl POL,GK,39-271,90,0,0,0,0,0,0,0,0,54,0,0,0,0.0,0.0,0.0,0,0,41,52,78.8,0,26,0,0,0,21
252.0,9,19,False,Raúl Jiménez,7,mx MEX,"FW,AM",33-254,90,0,0,0,0,4,1,1,0,28,0,1,1,0.6,0.6,0.2,2,0,11,18,61.1,0,15,1,1,0,21
247.0,9,19,False,Alex Iwobi,17,ng NGA,LW,28-256,84,2,0,0,0,3,2,0,0,56,1,0,1,0.1,0.1,0.6,10,1,35,47,74.5,13,47,3,3,3,21
251.0,9,19,False,Rodrigo Muniz,9,br BRA,FW,23-255,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,21
