player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,goals,assists,penalty_kicks_made,penalty_kicks_attempted,shots,shots_on_target,yellow_cards,red_cards,touches,tackles,interceptions,blocks,xG,npxG,xAG,shot_creating_actions,goal_creating_actions,total_completed_passes,total_attempted_passes,total_pass_completion_percentage,progressive_passes,carries,progressive_carries,attempted_takeons,successful_takeons,gw
38.0,2,13,True,Jáder Durán,9,co COL,FW,21-008,79,1,0,0,0,3,3,0,0,28,1,0,1,0.9,0.9,0.0,1,0,15,20,75.0,1,9,2,1,0,17
58.0,2,13,True,Ollie Watkins,11,eng ENG,FW,28-357,11,0,0,0,0,1,1,0,0,1,0,0,0,0.1,0.1,0.0,0,0,0,0,,0,1,0,0,0,17
54.0,2,13,True,Morgan Rogers,27,eng ENG,LW,22-148,89,1,1,0,0,4,1,0,0,49,1,0,1,0.3,0.3,0.6,4,2,30,36,83.3,5,25,5,8,5,17
31.0,2,13,True,Emi Buendía,10,ar ARG,LW,27-362,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,17
48.0,2,13,True,John McGinn,7,sct SCO,RW,30-064,90,0,1,0,0,0,0,1,0,26,2,0,0,0.0,0.0,0.3,4,1,18,22,81.8,3,15,4,1,0,17
57.0,2,13,True,Youri Tielemans,8,be BEL,AM,27-228,90,0,0,0,0,0,0,0,0,45,3,1,0,0.0,0.0,0.2,4,1,28,38,73.7,4,19,1,0,0,17
233.0,2,13,True,Amadou Onana,24,be BEL,DM,23-127,90,0,0,0,0,1,0,0,0,57,3,1,0,0.2,0.2,0.0,1,0,44,49,89.8,1,24,0,0,0,17
42.0,2,13,True,Boubacar Kamara,44,fr FRA,DM,25-028,90,0,0,0,0,0,0,0,0,66,6,0,1,0.0,0.0,0.0,1,0,53,58,91.4,5,30,0,1,1,17
36.0,2,13,True,Lucas Digne,12,fr FRA,LB,31-154,90,0,0,0,0,0,0,0,0,57,2,1,1,0.0,0.0,0.1,4,0,36,47,76.6,1,19,1,0,0,17
52.0,2,13,True,Pau Torres,14,es ESP,CB,27-340,90,0,0,0,0,1,1,0,0,74,2,0,1,0.0,0.0,0.0,1,0,57,64,89.1,1,37,0,0,0,17
44.0,2,13,True,Ezri Konsa,4,eng ENG,CB,27-059,90,0,0,0,0,0,0,0,0,51,0,1,0,0.0,0.0,0.0,0,0,42,46,91.3,0,29,0,0,0,17
32.0,2,13,True,Matty Cash,2,pl POL,RB,27-136,90,0,0,0,0,1,0,1,0,36,2,0,2,0.1,0.1,0.0,0,0,26,30,86.7,0,13,1,0,0,17
47.0,2,13,True,Emiliano Martínez,23,ar ARG,GK,32-110,90,0,0,0,0,0,0,1,0,43,0,0,0,0.0,0.0,0.0,0,0,34,41,82.9,0,26,0,0,0,17
351.0,13,2,False,Erling Haaland,9,no NOR,FW,24-153,90,0,0,0,0,1,0,0,0,18,1,0,0,0.1,0.1,0.0,0,0,8,12,66.7,0,7,0,1,0,17
349.0,13,2,False,Jack Grealish,10,eng ENG,"LW,DM",29-102,90,0,0,0,0,3,1,1,0,58,1,0,1,0.1,0.1,0.4,4,0,37,45,82.2,7,51,9,6,2,17
342.0,13,2,False,Bernardo Silva,20,pt POR,"RW,DM",30-133,90,0,0,0,0,0,0,0,0,50,0,0,4,0.0,0.0,0.1,2,0,32,37,86.5,1,31,3,3,1,17
348.0,13,2,False,Phil Foden,47,eng ENG,AM,24-207,90,1,0,0,0,6,4,0,0,57,0,1,0,0.4,0.4,0.0,4,1,38,43,88.4,6,37,4,2,0,17
354.0,13,2,False,Mateo Kovačić,8,hr CRO,DM,30-229,83,0,0,0,0,1,1,0,0,72,2,1,1,0.0,0.0,0.0,0,0,60,64,93.8,6,54,2,2,0,17
346.0,13,2,False,Jeremy Doku,11,be BEL,LW,22-208,7,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,6,1,2,2,17
625.0,13,2,False,İlkay Gündoğan,19,de GER,DM,34-058,72,0,0,0,0,0,0,0,0,27,0,1,1,0.0,0.0,0.0,2,0,17,21,81.0,1,11,0,0,0,17
571.0,13,2,False,Sávio,26,br BRA,RW,20-255,18,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,5,5,100.0,0,5,1,3,2,17
350.0,13,2,False,Joško Gvardiol,24,hr CRO,"CB,LB",22-333,90,0,0,0,0,1,0,1,0,65,0,0,0,0.4,0.4,0.0,2,0,55,61,90.2,8,48,2,0,0,17
362.0,13,2,False,John Stones,5,eng ENG,CB,30-207,45,0,0,0,0,0,0,0,0,59,0,0,0,0.0,0.0,0.1,2,0,59,59,100.0,7,44,0,0,0,17
363.0,13,2,False,Kyle Walker,2,eng ENG,RB,34-207,45,0,0,0,0,0,0,0,0,32,0,0,1,0.0,0.0,0.0,1,0,29,30,96.7,1,21,0,0,0,17
340.0,13,2,False,Manuel Akanji,25,ch SUI,CB,29-155,90,0,0,0,0,0,0,0,0,88,1,1,1,0.0,0.0,0.0,4,0,76,82,92.7,9,61,4,0,0,17
355.0,13,2,False,Rico Lewis,82,eng ENG,"LB,RB",20-030,90,0,0,0,0,0,0,1,0,78,1,1,2,0.0,0.0,0.0,1,0,65,71,91.5,1,55,2,1,1,17
358.0,13,2,False,Stefan Ortega,18,de GER,GK,32-045,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,28,31,90.3,0,28,0,0,0,17
265.0,10,15,True,Conor Chaplin,10,eng ENG,"FW,AM",27-309,61,0,0,0,0,0,0,0,0,26,2,0,1,0.0,0.0,0.2,2,0,13,20,65.0,1,10,0,1,0,17
281.0,10,15,True,Jack Taylor,14,ie IRL,AM,26-181,29,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,2,6,0,0,0,17
611.0,10,15,True,Sammie Szmodics,23,ie IRL,LW,29-088,77,0,0,0,0,2,1,0,0,26,0,0,0,0.3,0.3,0.0,1,0,19,21,90.5,1,18,2,0,0,17
262.0,10,15,True,Nathan Broadhead,33,wls WAL,LW,26-260,13,0,0,0,0,1,1,0,0,13,0,0,1,0.0,0.0,0.0,2,0,6,8,75.0,2,10,2,1,0,17
264.0,10,15,True,Wes Burns,7,wls WAL,RW,30-028,77,0,0,0,0,1,0,0,0,28,0,0,0,0.0,0.0,0.0,1,0,12,21,57.1,2,23,5,4,2,17
275.0,10,15,True,Ben Johnson,18,eng ENG,RW,24-332,13,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,5,0,0,0,17
274.0,10,15,True,Omari Hutchinson,20,eng ENG,AM,21-052,45,0,0,0,0,1,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,12,15,80.0,2,15,1,2,0,17
260.0,10,15,True,Ali Al Hamadi,16,iq IRQ,FW,22-295,45,0,0,0,0,3,0,1,0,14,0,0,0,0.3,0.3,0.0,3,0,7,7,100.0,2,11,2,3,2,17
619.0,10,15,True,Jens Cajuste,12,se SWE,DM,25-133,61,0,0,0,0,1,0,0,0,53,1,0,0,0.0,0.0,0.1,1,0,40,44,90.9,1,36,3,2,0,17
