player_id,team_id,opponent_team_id,was_home,player_name,player_number,nation,pos,age,minutes,goals,assists,penalty_kicks_made,penalty_kicks_attempted,shots,shots_on_target,yellow_cards,red_cards,touches,tackles,interceptions,blocks,xG,npxG,xAG,shot_creating_actions,goal_creating_actions,total_completed_passes,total_attempted_passes,total_pass_completion_percentage,progressive_passes,carries,progressive_carries,attempted_takeons,successful_takeons,gw
4.0,1,5,True,Kai Havertz,29,de GER,FW,25-081,90,1,0,0,0,2,2,0,0,26,0,0,1,0.8,0.8,0.7,3,0,11,13,84.6,3,13,3,2,0,3
23.0,1,5,True,Leandro Trossard,19,be BEL,"LW,LM",29-271,58,0,0,0,0,1,1,0,0,23,1,1,2,0.0,0.0,0.2,2,0,8,14,57.1,1,16,3,2,0,3
578.0,1,5,True,Riccardo Calafiori,33,it ITA,"LB,CB",22-104,32,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,2,0,0,0,3
17.0,1,5,True,Bukayo Saka,7,eng ENG,"RW,CM,RM",22-361,90,0,1,0,0,4,3,0,0,41,2,0,3,1.0,1.0,0.6,5,1,13,25,52.0,1,25,3,7,4,3
16.0,1,5,True,Declan Rice,41,eng ENG,LM,25-230,48,0,0,0,0,1,0,2,1,19,0,0,1,0.0,0.0,0.0,1,0,13,15,86.7,2,11,1,1,1,3
20.0,1,5,True,Thomas Partey,5,gh GHA,CM,31-079,90,0,0,0,0,0,0,1,0,34,1,5,3,0.0,0.0,0.0,1,0,19,25,76.0,1,16,0,1,1,3
13.0,1,5,True,Martin Ødegaard,8,no NOR,"RM,CM",25-258,73,0,0,0,0,1,1,0,0,24,2,0,0,0.2,0.2,0.1,1,0,9,19,47.4,3,16,2,1,1,3
9.0,1,5,True,Gabriel Martinelli,11,br BRA,CM,23-074,17,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,4,0,0,0,3
6.0,1,5,True,Jurriën Timber,12,nl NED,"LB,CB,RB",23-075,79,0,0,0,0,0,0,1,0,31,2,1,1,0.0,0.0,0.0,2,1,17,21,81.0,1,12,0,1,0,3
25.0,1,5,True,Oleksandr Zinchenko,17,ua UKR,LB,27-260,11,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,0,0,0,3
